2019-08-06 07:16:14,116: [12] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancySimple, DetectSuicidal, DetectInvalid, DetectUninitializedMemory, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectUnusedRetVal, DetectEnvInstruction, DetectReentrancyAdvanced
2019-08-06 07:16:14,117: [12] m.main:INFO: Beginning analysis
2019-08-06 07:16:14,139: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 07:16:14,248: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-06 07:16:14,482: [12] m.c.manticore:INFO: Results in /mcore_snbq_t8z
2019-08-06 07:16:15,200: [315] m.main:INFO: Registered plugins: DetectInvalid, DetectSuicidal, DetectReentrancySimple, DetectReentrancyAdvanced, DetectExternalCallAndLeak, DetectEnvInstruction, DetectDelegatecall, DetectUninitializedStorage, DetectIntegerOverflow, DetectUnusedRetVal, DetectUninitializedMemory
2019-08-06 07:16:15,200: [315] m.main:INFO: Beginning analysis
2019-08-06 07:16:15,222: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-06 07:16:21,762: [315] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-06 07:19:21,593: [315] m.e.manticore:INFO: 4 alive states, 20 terminated states
2019-08-06 07:19:25,398: [315] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-06 07:32:33,545: [3062] m.c.worker:ERROR: Exception in state 4: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-06 07:35:09,891: [315] m.e.manticore:INFO: 16 alive states, 99 terminated states
2019-08-06 07:37:35,678: [11335] m.c.manticore:INFO: Generated testcase No. 42 - REVERT(3 txs)
2019-08-06 07:37:36,473: [11338] m.c.manticore:INFO: Generated testcase No. 43 - REVERT(3 txs)
2019-08-06 07:37:37,030: [11307] m.c.manticore:INFO: Generated testcase No. 44 - REVERT(3 txs)
2019-08-06 07:37:37,868: [11298] m.c.manticore:INFO: Generated testcase No. 45 - REVERT(3 txs)
2019-08-06 07:37:38,108: [11336] m.c.manticore:INFO: Generated testcase No. 46 - REVERT(3 txs)
2019-08-06 07:37:39,178: [11300] m.c.manticore:INFO: Generated testcase No. 47 - REVERT(3 txs)
2019-08-06 07:37:39,620: [11328] m.c.manticore:INFO: Generated testcase No. 48 - REVERT(3 txs)
2019-08-06 07:37:40,248: [11320] m.c.manticore:INFO: Generated testcase No. 49 - REVERT(3 txs)
2019-08-06 07:38:13,470: [11338] m.c.manticore:INFO: Generated testcase No. 50 - REVERT(3 txs)
2019-08-06 07:38:14,728: [11307] m.c.manticore:INFO: Generated testcase No. 51 - REVERT(3 txs)
2019-08-06 07:38:16,256: [11315] m.c.manticore:INFO: Generated testcase No. 52 - REVERT(3 txs)
2019-08-06 07:38:16,333: [11335] m.c.manticore:INFO: Generated testcase No. 53 - REVERT(3 txs)
2019-08-06 07:38:17,160: [11336] m.c.manticore:INFO: Generated testcase No. 54 - REVERT(3 txs)
2019-08-06 07:38:17,466: [11298] m.c.manticore:INFO: Generated testcase No. 55 - REVERT(3 txs)
2019-08-06 07:38:18,990: [11300] m.c.manticore:INFO: Generated testcase No. 56 - REVERT(3 txs)
2019-08-06 07:38:22,235: [11320] m.c.manticore:INFO: Generated testcase No. 58 - REVERT(3 txs)
2019-08-06 07:38:23,546: [11328] m.c.manticore:INFO: Generated testcase No. 57 - REVERT(3 txs)
2019-08-06 07:38:52,522: [11338] m.c.manticore:INFO: Generated testcase No. 59 - REVERT(3 txs)
2019-08-06 07:38:52,630: [11315] m.c.manticore:INFO: Generated testcase No. 60 - REVERT(3 txs)
2019-08-06 07:38:54,151: [11307] m.c.manticore:INFO: Generated testcase No. 61 - REVERT(3 txs)
2019-08-06 07:38:54,839: [11335] m.c.manticore:INFO: Generated testcase No. 62 - REVERT(3 txs)
2019-08-06 07:38:55,441: [11298] m.c.manticore:INFO: Generated testcase No. 63 - REVERT(3 txs)
2019-08-06 07:38:56,649: [11336] m.c.manticore:INFO: Generated testcase No. 64 - REVERT(3 txs)
2019-08-06 07:38:57,060: [11320] m.c.manticore:INFO: Generated testcase No. 65 - REVERT(3 txs)
2019-08-06 07:38:57,788: [11300] m.c.manticore:INFO: Generated testcase No. 66 - REVERT(3 txs)
2019-08-06 07:38:58,832: [11328] m.c.manticore:INFO: Generated testcase No. 67 - REVERT(3 txs)
2019-08-06 07:39:29,645: [11315] m.c.manticore:INFO: Generated testcase No. 69 - REVERT(3 txs)
2019-08-06 07:39:30,357: [11335] m.c.manticore:INFO: Generated testcase No. 70 - REVERT(3 txs)
2019-08-06 07:39:31,741: [11298] m.c.manticore:INFO: Generated testcase No. 71 - REVERT(3 txs)
2019-08-06 07:39:31,760: [11338] m.c.manticore:INFO: Generated testcase No. 72 - REVERT(3 txs)
2019-08-06 07:39:33,021: [11320] m.c.manticore:INFO: Generated testcase No. 73 - REVERT(3 txs)
2019-08-06 07:39:33,297: [11307] m.c.manticore:INFO: Generated testcase No. 68 - REVERT(3 txs)
2019-08-06 07:39:34,621: [11336] m.c.manticore:INFO: Generated testcase No. 74 - REVERT(3 txs)
2019-08-06 07:39:36,248: [11300] m.c.manticore:INFO: Generated testcase No. 75 - REVERT(3 txs)
2019-08-06 07:39:36,673: [11328] m.c.manticore:INFO: Generated testcase No. 76 - REVERT(3 txs)
2019-08-06 07:40:07,563: [11338] m.c.manticore:INFO: Generated testcase No. 77 - REVERT(3 txs)
2019-08-06 07:40:08,188: [11335] m.c.manticore:INFO: Generated testcase No. 78 - REVERT(3 txs)
2019-08-06 07:40:08,260: [11315] m.c.manticore:INFO: Generated testcase No. 79 - REVERT(3 txs)
2019-08-06 07:40:09,279: [11298] m.c.manticore:INFO: Generated testcase No. 80 - REVERT(3 txs)
2019-08-06 07:40:09,661: [11320] m.c.manticore:INFO: Generated testcase No. 81 - REVERT(3 txs)
2019-08-06 07:40:09,733: [11307] m.c.manticore:INFO: Generated testcase No. 82 - REVERT(3 txs)
2019-08-06 07:40:10,755: [11336] m.c.manticore:INFO: Generated testcase No. 83 - REVERT(3 txs)
2019-08-06 07:40:12,123: [11328] m.c.manticore:INFO: Generated testcase No. 84 - REVERT(3 txs)
2019-08-06 07:40:12,147: [11300] m.c.manticore:INFO: Generated testcase No. 85 - REVERT(3 txs)
2019-08-06 07:40:42,860: [11338] m.c.manticore:INFO: Generated testcase No. 86 - REVERT(3 txs)
2019-08-06 07:40:45,281: [11335] m.c.manticore:INFO: Generated testcase No. 87 - REVERT(3 txs)
2019-08-06 07:40:46,562: [11307] m.c.manticore:INFO: Generated testcase No. 88 - REVERT(3 txs)
2019-08-06 07:40:46,657: [11315] m.c.manticore:INFO: Generated testcase No. 89 - REVERT(3 txs)
2019-08-06 07:40:47,587: [11298] m.c.manticore:INFO: Generated testcase No. 90 - REVERT(3 txs)
2019-08-06 07:40:47,972: [11320] m.c.manticore:INFO: Generated testcase No. 91 - REVERT(3 txs)
2019-08-06 07:40:48,156: [11328] m.c.manticore:INFO: Generated testcase No. 92 - REVERT(3 txs)
2019-08-06 07:40:48,859: [11300] m.c.manticore:INFO: Generated testcase No. 93 - REVERT(3 txs)
2019-08-06 07:40:49,381: [11336] m.c.manticore:INFO: Generated testcase No. 94 - REVERT(3 txs)
2019-08-06 07:41:21,135: [11338] m.c.manticore:INFO: Generated testcase No. 95 - REVERT(3 txs)
2019-08-06 07:41:22,993: [11307] m.c.manticore:INFO: Generated testcase No. 96 - REVERT(3 txs)
2019-08-06 07:41:23,877: [11320] m.c.manticore:INFO: Generated testcase No. 97 - REVERT(3 txs)
2019-08-06 07:41:25,828: [11298] m.c.manticore:INFO: Generated testcase No. 98 - REVERT(3 txs)
2019-08-06 07:41:27,043: [11300] m.c.manticore:INFO: Generated testcase No. 99 - REVERT(3 txs)
2019-08-06 07:41:27,257: [11315] m.c.manticore:INFO: Generated testcase No. 100 - REVERT(3 txs)
2019-08-06 07:41:27,383: [11328] m.c.manticore:INFO: Generated testcase No. 101 - REVERT(3 txs)
2019-08-06 07:41:27,621: [11335] m.c.manticore:INFO: Generated testcase No. 102 - REVERT(3 txs)
2019-08-06 07:41:33,272: [11336] m.c.manticore:INFO: Generated testcase No. 103 - REVERT(3 txs)
2019-08-06 07:41:59,353: [11338] m.c.manticore:INFO: Generated testcase No. 104 - REVERT(3 txs)
2019-08-06 07:42:01,301: [11307] m.c.manticore:INFO: Generated testcase No. 105 - REVERT(3 txs)
2019-08-06 07:42:01,756: [11320] m.c.manticore:INFO: Generated testcase No. 106 - REVERT(3 txs)
2019-08-06 07:42:04,612: [11298] m.c.manticore:INFO: Generated testcase No. 107 - REVERT(3 txs)
2019-08-06 07:42:05,535: [11328] m.c.manticore:INFO: Generated testcase No. 108 - REVERT(3 txs)
2019-08-06 07:42:05,690: [11300] m.c.manticore:INFO: Generated testcase No. 109 - REVERT(3 txs)
2019-08-06 07:42:06,065: [11315] m.c.manticore:INFO: Generated testcase No. 110 - REVERT(3 txs)
2019-08-06 07:42:07,473: [11335] m.c.manticore:INFO: Generated testcase No. 111 - REVERT(3 txs)
2019-08-06 07:42:12,523: [11336] m.c.manticore:INFO: Generated testcase No. 112 - REVERT(3 txs)
2019-08-06 07:42:36,933: [11338] m.c.manticore:INFO: Generated testcase No. 113 - REVERT(3 txs)
2019-08-06 07:42:39,240: [11307] m.c.manticore:INFO: Generated testcase No. 114 - REVERT(3 txs)
2019-08-06 07:42:42,434: [11320] m.c.manticore:INFO: Generated testcase No. 115 - RETURN(2 txs)
2019-08-06 07:42:56,991: [315] m.c.manticore:INFO: Results in /mcore_b3gp7ggg
