2019-07-26 06:03:00,096: [12] m.main:INFO: Registered plugins: DetectUnusedRetVal, DetectDelegatecall, DetectInvalid, DetectReentrancySimple, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectSuicidal, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectEnvInstruction, DetectIntegerOverflow
2019-07-26 06:03:00,096: [12] m.main:INFO: Beginning analysis
2019-07-26 06:03:00,108: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 06:03:00,508: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 06:03:01,196: [12] m.c.manticore:INFO: Results in /mcore_vi12vlug
2019-07-26 06:03:02,043: [315] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancyAdvanced, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectUninitializedStorage, DetectSuicidal, DetectIntegerOverflow, DetectEnvInstruction, DetectUninitializedMemory, DetectReentrancySimple, DetectInvalid
2019-07-26 06:03:02,043: [315] m.main:INFO: Beginning analysis
2019-07-26 06:03:02,074: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 06:03:02,511: [359] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-07-26 06:03:03,095: [315] m.c.manticore:INFO: Results in /mcore_ap4iol8z
2019-07-26 06:03:04,009: [618] m.main:INFO: Registered plugins: DetectIntegerOverflow, DetectUnusedRetVal, DetectReentrancySimple, DetectInvalid, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectDelegatecall, DetectUninitializedMemory
2019-07-26 06:03:04,009: [618] m.main:INFO: Beginning analysis
2019-07-26 06:03:04,076: [618] m.e.manticore:INFO: Starting symbolic create contract
2019-07-26 06:03:24,604: [666] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 217)
2019-07-26 06:03:24,669: [666] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 218)
2019-07-26 06:03:24,699: [666] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 219)
2019-07-26 06:03:24,759: [666] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 220)
2019-07-26 06:03:24,792: [666] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 221)
2019-07-26 06:03:24,811: [666] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 222)
2019-07-26 06:03:24,877: [666] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 223)
2019-07-26 06:03:47,927: [618] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-26 06:07:07,978: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 128)
2019-07-26 06:07:08,765: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 129)
2019-07-26 06:07:09,469: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 130)
2019-07-26 06:07:10,183: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 131)
2019-07-26 06:07:10,683: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 132)
2019-07-26 06:07:11,175: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 133)
2019-07-26 06:07:11,777: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 134)
2019-07-26 06:07:12,476: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 135)
2019-07-26 06:07:13,686: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 136)
2019-07-26 06:07:14,470: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 137)
2019-07-26 06:07:15,074: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 138)
2019-07-26 06:07:15,577: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 139)
2019-07-26 06:07:16,284: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 140)
2019-07-26 06:07:16,817: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 141)
2019-07-26 06:07:17,384: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 142)
2019-07-26 06:07:18,181: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 143)
2019-07-26 06:07:18,273: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 128)
2019-07-26 06:07:18,883: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 144)
2019-07-26 06:07:19,681: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 129)
2019-07-26 06:07:20,346: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 145)
2019-07-26 06:07:20,389: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 130)
2019-07-26 06:07:21,081: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 146)
2019-07-26 06:07:21,092: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 131)
2019-07-26 06:07:21,573: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 132)
2019-07-26 06:07:21,779: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 147)
2019-07-26 06:07:22,086: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 133)
2019-07-26 06:07:22,371: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 148)
2019-07-26 06:07:22,779: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 134)
2019-07-26 06:07:23,077: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 149)
2019-07-26 06:07:23,581: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 135)
2019-07-26 06:07:23,582: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 150)
2019-07-26 06:07:24,281: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 136)
2019-07-26 06:07:24,286: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 151)
2019-07-26 06:07:24,873: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 152)
2019-07-26 06:07:24,994: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 137)
2019-07-26 06:07:25,577: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 153)
2019-07-26 06:07:25,991: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 138)
2019-07-26 06:07:26,279: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 154)
2019-07-26 06:07:26,491: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 139)
2019-07-26 06:07:26,770: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 155)
2019-07-26 06:07:27,591: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 156)
2019-07-26 06:07:28,477: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 140)
2019-07-26 06:07:29,186: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 157)
2019-07-26 06:07:29,307: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 141)
2019-07-26 06:07:30,042: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 158)
2019-07-26 06:07:30,082: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 142)
2019-07-26 06:07:30,782: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 159)
2019-07-26 06:07:30,870: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 143)
2019-07-26 06:07:31,585: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 144)
2019-07-26 06:07:32,103: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 145)
2019-07-26 06:07:32,681: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 146)
2019-07-26 06:07:33,185: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 128)
2019-07-26 06:07:33,383: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 147)
2019-07-26 06:07:33,875: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 129)
2019-07-26 06:07:34,380: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 148)
2019-07-26 06:07:34,673: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 130)
2019-07-26 06:07:35,183: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 131)
2019-07-26 06:07:35,197: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 149)
2019-07-26 06:07:35,691: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 150)
2019-07-26 06:07:35,878: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 132)
2019-07-26 06:07:36,389: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 151)
2019-07-26 06:07:36,774: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 133)
2019-07-26 06:07:36,890: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 152)
2019-07-26 06:07:37,583: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 134)
2019-07-26 06:07:37,684: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 153)
2019-07-26 06:07:38,181: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 135)
2019-07-26 06:07:38,878: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 136)
2019-07-26 06:07:39,482: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 137)
2019-07-26 06:07:39,676: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 154)
2019-07-26 06:07:40,535: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 155)
2019-07-26 06:07:41,081: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 138)
2019-07-26 06:07:41,182: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 156)
2019-07-26 06:07:41,683: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 139)
2019-07-26 06:07:41,890: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 157)
2019-07-26 06:07:42,482: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 140)
2019-07-26 06:07:42,888: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 158)
2019-07-26 06:07:43,287: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 141)
2019-07-26 06:07:43,672: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 159)
2019-07-26 06:07:43,987: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 142)
2019-07-26 06:07:44,773: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 143)
2019-07-26 06:07:45,394: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 144)
2019-07-26 06:07:46,480: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 145)
2019-07-26 06:07:46,786: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 128)
2019-07-26 06:07:47,284: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 129)
2019-07-26 06:07:47,287: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 146)
2019-07-26 06:07:47,797: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 130)
2019-07-26 06:07:47,884: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 147)
2019-07-26 06:07:48,590: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 131)
2019-07-26 06:07:48,733: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 148)
2019-07-26 06:07:49,383: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 132)
2019-07-26 06:07:49,478: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 149)
2019-07-26 06:07:50,133: [2609] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 133)
2019-07-26 06:07:50,203: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 150)
2019-07-26 06:07:51,083: [2612] m.e.detectors:WARNING: Potentially reading uninitialized memory at instruction (address: 1016155281434340273076795955314727900468641600424, offset 151)
