2019-07-31 12:33:34,341: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectUnusedRetVal, DetectUninitializedStorage, DetectExternalCallAndLeak, DetectSuicidal, DetectEnvInstruction, DetectIntegerOverflow, DetectUninitializedMemory, DetectReentrancyAdvanced, DetectDelegatecall
2019-07-31 12:33:34,341: [12] m.main:INFO: Beginning analysis
2019-07-31 12:33:34,356: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-07-31 12:33:36,032: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-07-31 12:36:39,548: [318] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-07-31 12:36:39,873: [12] m.e.manticore:INFO: 5 alive states, 10 terminated states
2019-07-31 12:36:45,637: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-07-31 12:45:05,994: [1677] m.c.worker:ERROR: Exception in state 8: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1213, in execute
    result = self._handler(*arguments)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1086, in _handler
    return implementation(*arguments)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 548, in wrapper
    return func(*args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2013, in RETURN
    raise EndTx("RETURN", data)
manticore.platforms.evm.EndTx: EndTX<RETURN>

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1285, in execute
    self._advance(exception=True)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1166, in _advance
    self._publish("did_evm_execute_instruction", last_instruction, last_arguments, result)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 128, in _publish
    self._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 145, in _publish_impl
    sink._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 145, in _publish_impl
    sink._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 143, in _publish_impl
    sink._publish_impl(_name, self, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 136, in _publish_impl
    callback(robj(), *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/detectors.py", line 530, in did_evm_execute_instruction_callback
    self._check_finding(state, data)
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/detectors.py", line 502, in _check_finding
    if state.can_be_true(condition):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/state.py", line 297, in can_be_true
    return self._solver.can_be_true(self._constraints, expr)
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 402, in can_be_true
    return self._is_sat()
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-07-31 12:48:34,599: [12] m.e.manticore:INFO: 24 alive states, 60 terminated states
2019-07-31 13:01:17,712: [7531] m.c.manticore:INFO: Generated testcase No. 33 - REVERT(2 txs)
2019-07-31 13:01:32,882: [7535] m.c.manticore:INFO: Generated testcase No. 34 - RETURN(2 txs)
2019-07-31 13:01:38,608: [7547] m.c.manticore:INFO: Generated testcase No. 35 - RETURN(2 txs)
2019-07-31 13:01:43,232: [7539] m.c.manticore:INFO: Generated testcase No. 36 - RETURN(2 txs)
2019-07-31 13:01:52,509: [7552] m.c.manticore:INFO: Generated testcase No. 37 - RETURN(2 txs)
2019-07-31 13:02:12,520: [7539] m.c.manticore:INFO: Generated testcase No. 38 - RETURN(2 txs)
2019-07-31 13:02:19,218: [7547] m.c.manticore:INFO: Generated testcase No. 39 - REVERT(3 txs)
2019-07-31 13:02:25,107: [7552] m.c.manticore:INFO: Generated testcase No. 40 - REVERT(3 txs)
2019-07-31 13:02:46,376: [7539] m.c.manticore:INFO: Generated testcase No. 41 - REVERT(3 txs)
2019-07-31 13:03:05,882: [7552] m.c.manticore:INFO: Generated testcase No. 42 - REVERT(3 txs)
