2019-08-01 23:11:26,198: [13] m.main:INFO: Registered plugins: DetectExternalCallAndLeak, DetectUnusedRetVal, DetectUninitializedStorage, DetectReentrancyAdvanced, DetectSuicidal, DetectUninitializedMemory, DetectEnvInstruction, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid, DetectDelegatecall
2019-08-01 23:11:26,198: [13] m.main:INFO: Beginning analysis
2019-08-01 23:11:26,237: [13] m.e.manticore:INFO: Starting symbolic create contract
2019-08-01 23:11:40,413: [13] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-01 23:12:17,334: [615] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:12:24,555: [13] m.e.manticore:INFO: 8 alive states, 20 terminated states
2019-08-01 23:12:32,473: [13] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-01 23:14:38,850: [3487] m.c.worker:ERROR: Exception in state 3: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 23:15:07,248: [3493] m.c.worker:ERROR: Exception in state 7: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 23:15:48,610: [3489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:16:09,835: [3499] m.c.worker:ERROR: Exception in state 9: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 23:17:11,318: [3492] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:17:36,292: [3491] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:18:11,133: [3489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:18:25,535: [3492] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:19:19,814: [3496] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:19:42,942: [3489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:20:10,781: [3489] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-01 23:20:11,824: [13] m.e.manticore:INFO: 64 alive states, 177 terminated states
2019-08-01 23:28:08,307: [25390] m.c.manticore:INFO: Generated testcase No. 45 - RETURN(3 txs)
2019-08-01 23:28:15,007: [25446] m.c.manticore:INFO: Generated testcase No. 46 - RETURN(3 txs)
2019-08-01 23:28:17,587: [25396] m.c.manticore:INFO: Generated testcase No. 47 - RETURN(3 txs)
2019-08-01 23:28:22,843: [25399] m.c.manticore:INFO: Generated testcase No. 48 - RETURN(3 txs)
2019-08-01 23:28:25,682: [25419] m.c.manticore:INFO: Generated testcase No. 49 - RETURN(3 txs)
2019-08-01 23:29:29,629: [25392] m.c.manticore:INFO: Generated testcase No. 50 - RETURN(3 txs)
2019-08-01 23:29:39,882: [25437] m.c.manticore:INFO: Generated testcase No. 51 - RETURN(3 txs)
2019-08-01 23:29:41,409: [25409] m.c.manticore:INFO: Generated testcase No. 53 - RETURN(3 txs)
2019-08-01 23:29:45,204: [25425] m.c.manticore:INFO: Generated testcase No. 52 - RETURN(3 txs)
2019-08-01 23:29:49,490: [25395] m.c.manticore:INFO: Generated testcase No. 54 - RETURN(3 txs)
2019-08-01 23:29:59,115: [25390] m.c.manticore:INFO: Generated testcase No. 55 - RETURN(3 txs)
2019-08-01 23:30:12,722: [25446] m.c.manticore:INFO: Generated testcase No. 56 - RETURN(3 txs)
2019-08-01 23:30:14,705: [25396] m.c.manticore:INFO: Generated testcase No. 57 - RETURN(3 txs)
2019-08-01 23:30:17,036: [25399] m.c.manticore:INFO: Generated testcase No. 58 - RETURN(3 txs)
2019-08-01 23:30:32,980: [25419] m.c.manticore:INFO: Generated testcase No. 59 - RETURN(3 txs)
2019-08-01 23:31:23,603: [25392] m.c.manticore:INFO: Generated testcase No. 60 - RETURN(3 txs)
2019-08-01 23:31:41,990: [25409] m.c.manticore:INFO: Generated testcase No. 61 - RETURN(3 txs)
2019-08-01 23:31:42,677: [25437] m.c.manticore:INFO: Generated testcase No. 62 - RETURN(3 txs)
2019-08-01 23:31:44,195: [25395] m.c.manticore:INFO: Generated testcase No. 63 - RETURN(3 txs)
2019-08-01 23:31:45,582: [25390] m.c.manticore:INFO: Generated testcase No. 64 - RETURN(1 txs)
2019-08-01 23:31:45,791: [25425] m.c.manticore:INFO: Generated testcase No. 65 - REVERT(2 txs)
2019-08-01 23:32:03,909: [25446] m.c.manticore:INFO: Generated testcase No. 66 - REVERT(2 txs)
2019-08-01 23:32:06,807: [25396] m.c.manticore:INFO: Generated testcase No. 67 - REVERT(2 txs)
2019-08-01 23:32:12,613: [25399] m.c.manticore:INFO: Generated testcase No. 68 - REVERT(2 txs)
2019-08-01 23:32:25,381: [25419] m.c.manticore:INFO: Generated testcase No. 69 - REVERT(2 txs)
2019-08-01 23:33:19,283: [25392] m.c.manticore:INFO: Generated testcase No. 70 - REVERT(2 txs)
2019-08-01 23:33:32,303: [25390] m.c.manticore:INFO: Generated testcase No. 71 - REVERT(2 txs)
2019-08-01 23:33:37,124: [25425] m.c.manticore:INFO: Generated testcase No. 72 - REVERT(2 txs)
2019-08-01 23:33:38,998: [25409] m.c.manticore:INFO: Generated testcase No. 73 - REVERT(2 txs)
2019-08-01 23:33:39,483: [25437] m.c.manticore:INFO: Generated testcase No. 74 - REVERT(2 txs)
2019-08-01 23:33:40,704: [25395] m.c.manticore:INFO: Generated testcase No. 75 - REVERT(2 txs)
2019-08-01 23:33:53,885: [25446] m.c.manticore:INFO: Generated testcase No. 76 - REVERT(2 txs)
2019-08-01 23:34:01,711: [25396] m.c.manticore:INFO: Generated testcase No. 77 - REVERT(2 txs)
2019-08-01 23:34:04,725: [25399] m.c.manticore:INFO: Generated testcase No. 78 - REVERT(2 txs)
2019-08-01 23:34:11,078: [25419] m.c.manticore:INFO: Generated testcase No. 79 - REVERT(2 txs)
2019-08-01 23:35:08,295: [25392] m.c.manticore:INFO: Generated testcase No. 80 - REVERT(2 txs)
2019-08-01 23:35:22,901: [25390] m.c.manticore:INFO: Generated testcase No. 81 - REVERT(2 txs)
2019-08-01 23:35:26,436: [25425] m.c.manticore:INFO: Generated testcase No. 82 - REVERT(2 txs)
2019-08-01 23:35:28,997: [25409] m.c.manticore:INFO: Generated testcase No. 83 - THROW(2 txs)
2019-08-01 23:35:30,301: [25437] m.c.manticore:INFO: Generated testcase No. 84 - RETURN(2 txs)
2019-08-01 23:35:32,274: [25395] m.c.manticore:INFO: Generated testcase No. 85 - RETURN(2 txs)
2019-08-01 23:35:49,121: [25446] m.c.manticore:INFO: Generated testcase No. 86 - RETURN(2 txs)
2019-08-01 23:35:52,602: [25396] m.c.manticore:INFO: Generated testcase No. 87 - RETURN(2 txs)
2019-08-01 23:36:02,504: [25399] m.c.manticore:INFO: Generated testcase No. 88 - RETURN(2 txs)
2019-08-01 23:36:10,897: [25419] m.c.manticore:INFO: Generated testcase No. 89 - REVERT(3 txs)
2019-08-01 23:37:07,102: [25392] m.c.manticore:INFO: Generated testcase No. 90 - REVERT(3 txs)
2019-08-01 23:37:19,106: [25390] m.c.manticore:INFO: Generated testcase No. 91 - RETURN(2 txs)
2019-08-01 23:37:26,686: [25425] m.c.manticore:INFO: Generated testcase No. 92 - RETURN(2 txs)
2019-08-01 23:37:30,227: [25395] m.c.manticore:INFO: Generated testcase No. 93 - REVERT(3 txs)
2019-08-01 23:37:31,141: [25437] m.c.manticore:INFO: Generated testcase No. 94 - RETURN(2 txs)
2019-08-01 23:37:51,835: [25396] m.c.manticore:INFO: Generated testcase No. 95 - REVERT(3 txs)
2019-08-01 23:37:53,390: [25446] m.c.manticore:INFO: Generated testcase No. 96 - REVERT(3 txs)
2019-08-01 23:37:54,102: [25399] m.c.manticore:INFO: Generated testcase No. 97 - REVERT(3 txs)
2019-08-01 23:38:08,103: [25419] m.c.manticore:INFO: Generated testcase No. 98 - REVERT(3 txs)
2019-08-01 23:38:57,428: [25390] m.c.manticore:INFO: Generated testcase No. 99 - REVERT(3 txs)
2019-08-01 23:39:10,439: [25392] m.c.manticore:INFO: Generated testcase No. 100 - REVERT(3 txs)
2019-08-01 23:39:34,283: [25425] m.c.manticore:INFO: Generated testcase No. 101 - REVERT(3 txs)
2019-08-01 23:39:54,475: [25395] m.c.manticore:INFO: Generated testcase No. 102 - REVERT(3 txs)
2019-08-01 23:39:54,607: [25437] m.c.manticore:INFO: Generated testcase No. 103 - REVERT(3 txs)
2019-08-01 23:39:59,939: [25399] m.c.manticore:INFO: Generated testcase No. 104 - REVERT(3 txs)
2019-08-01 23:40:00,634: [25396] m.c.manticore:INFO: Generated testcase No. 105 - REVERT(3 txs)
2019-08-01 23:40:01,181: [25446] m.c.manticore:INFO: Generated testcase No. 106 - REVERT(3 txs)
2019-08-01 23:40:24,112: [25419] m.c.manticore:INFO: Generated testcase No. 107 - REVERT(3 txs)
2019-08-01 23:41:15,901: [25390] m.c.manticore:INFO: Generated testcase No. 108 - REVERT(3 txs)
2019-08-01 23:41:21,396: [25392] m.c.manticore:INFO: Generated testcase No. 109 - REVERT(3 txs)
