2019-08-07 00:00:24,502: [12] m.main:INFO: Registered plugins: DetectDelegatecall, DetectReentrancyAdvanced, DetectInvalid, DetectUninitializedMemory, DetectUnusedRetVal, DetectReentrancySimple, DetectIntegerOverflow, DetectEnvInstruction, DetectUninitializedStorage, DetectSuicidal, DetectExternalCallAndLeak
2019-08-07 00:00:24,502: [12] m.main:INFO: Beginning analysis
2019-08-07 00:00:24,534: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-07 00:00:30,207: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-07 00:01:21,482: [12] m.e.manticore:INFO: 7 alive states, 17 terminated states
2019-08-07 00:01:25,259: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-07 00:08:04,236: [3782] m.e.detectors:WARNING: Potentially reading uninitialized storage
2019-08-07 00:22:15,139: [3770] m.c.worker:ERROR: Exception in state 4: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-07 00:23:58,093: [3789] m.c.worker:ERROR: Exception in state 8: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-07 00:23:58,603: [12] m.e.manticore:INFO: 47 alive states, 136 terminated states
2019-08-07 00:25:33,822: [29082] m.c.manticore:INFO: Generated testcase No. 28 - RETURN(3 txs)
2019-08-07 00:25:47,502: [29090] m.c.manticore:INFO: Generated testcase No. 29 - RETURN(3 txs)
2019-08-07 00:25:52,016: [29118] m.c.manticore:INFO: Generated testcase No. 30 - RETURN(3 txs)
2019-08-07 00:25:54,303: [29104] m.c.manticore:INFO: Generated testcase No. 31 - RETURN(3 txs)
2019-08-07 00:25:56,614: [29060] m.c.manticore:INFO: Generated testcase No. 32 - RETURN(3 txs)
2019-08-07 00:26:01,023: [29071] m.c.manticore:INFO: Generated testcase No. 34 - RETURN(3 txs)
2019-08-07 00:26:01,222: [29064] m.c.manticore:INFO: Generated testcase No. 33 - RETURN(3 txs)
2019-08-07 00:26:01,226: [29097] m.c.manticore:INFO: Generated testcase No. 35 - RETURN(3 txs)
2019-08-07 00:26:01,988: [29075] m.c.manticore:INFO: Generated testcase No. 36 - RETURN(3 txs)
2019-08-07 00:26:04,614: [29082] m.c.manticore:INFO: Generated testcase No. 37 - RETURN(3 txs)
2019-08-07 00:26:23,179: [29090] m.c.manticore:INFO: Generated testcase No. 38 - RETURN(3 txs)
2019-08-07 00:26:26,317: [29118] m.c.manticore:INFO: Generated testcase No. 39 - RETURN(3 txs)
2019-08-07 00:26:28,016: [29104] m.c.manticore:INFO: Generated testcase No. 40 - RETURN(3 txs)
2019-08-07 00:26:29,996: [29060] m.c.manticore:INFO: Generated testcase No. 41 - RETURN(3 txs)
2019-08-07 00:26:33,128: [29064] m.c.manticore:INFO: Generated testcase No. 42 - RETURN(3 txs)
2019-08-07 00:26:36,141: [29071] m.c.manticore:INFO: Generated testcase No. 43 - RETURN(3 txs)
2019-08-07 00:26:37,798: [29097] m.c.manticore:INFO: Generated testcase No. 44 - RETURN(3 txs)
2019-08-07 00:26:37,891: [29082] m.c.manticore:INFO: Generated testcase No. 45 - RETURN(3 txs)
2019-08-07 00:26:38,225: [29075] m.c.manticore:INFO: Generated testcase No. 46 - RETURN(3 txs)
2019-08-07 00:26:55,840: [29090] m.c.manticore:INFO: Generated testcase No. 47 - RETURN(1 txs)
2019-08-07 00:27:00,496: [29104] m.c.manticore:INFO: Generated testcase No. 48 - REVERT(2 txs)
2019-08-07 00:27:01,121: [29118] m.c.manticore:INFO: Generated testcase No. 49 - REVERT(2 txs)
2019-08-07 00:27:05,421: [29060] m.c.manticore:INFO: Generated testcase No. 50 - REVERT(2 txs)
2019-08-07 00:27:08,021: [29064] m.c.manticore:INFO: Generated testcase No. 51 - REVERT(2 txs)
2019-08-07 00:27:08,317: [29071] m.c.manticore:INFO: Generated testcase No. 52 - REVERT(2 txs)
2019-08-07 00:27:10,712: [29075] m.c.manticore:INFO: Generated testcase No. 53 - REVERT(2 txs)
2019-08-07 00:27:10,989: [29082] m.c.manticore:INFO: Generated testcase No. 54 - REVERT(2 txs)
2019-08-07 00:27:21,378: [29090] m.c.manticore:INFO: Generated testcase No. 55 - REVERT(2 txs)
2019-08-07 00:27:26,590: [29104] m.c.manticore:INFO: Generated testcase No. 56 - REVERT(2 txs)
2019-08-07 00:27:27,502: [29118] m.c.manticore:INFO: Generated testcase No. 57 - REVERT(2 txs)
2019-08-07 00:27:31,521: [29060] m.c.manticore:INFO: Generated testcase No. 58 - REVERT(2 txs)
2019-08-07 00:27:33,916: [29064] m.c.manticore:INFO: Generated testcase No. 59 - REVERT(2 txs)
2019-08-07 00:27:34,637: [29071] m.c.manticore:INFO: Generated testcase No. 60 - REVERT(2 txs)
2019-08-07 00:27:36,719: [29082] m.c.manticore:INFO: Generated testcase No. 61 - REVERT(2 txs)
2019-08-07 00:27:36,909: [29075] m.c.manticore:INFO: Generated testcase No. 62 - REVERT(2 txs)
2019-08-07 00:27:47,814: [29090] m.c.manticore:INFO: Generated testcase No. 63 - REVERT(2 txs)
2019-08-07 00:27:51,126: [29118] m.c.manticore:INFO: Generated testcase No. 64 - RETURN(2 txs)
2019-08-07 00:27:53,208: [29104] m.c.manticore:INFO: Generated testcase No. 65 - RETURN(2 txs)
2019-08-07 00:27:58,480: [29060] m.c.manticore:INFO: Generated testcase No. 66 - RETURN(2 txs)
2019-08-07 00:28:01,637: [29064] m.c.manticore:INFO: Generated testcase No. 67 - RETURN(2 txs)
2019-08-07 00:28:02,999: [29071] m.c.manticore:INFO: Generated testcase No. 68 - RETURN(2 txs)
2019-08-07 00:28:04,517: [29075] m.c.manticore:INFO: Generated testcase No. 69 - REVERT(3 txs)
2019-08-07 00:28:04,979: [29082] m.c.manticore:INFO: Generated testcase No. 70 - REVERT(3 txs)
2019-08-07 00:28:18,603: [29118] m.c.manticore:INFO: Generated testcase No. 71 - RETURN(2 txs)
2019-08-07 00:28:20,588: [29090] m.c.manticore:INFO: Generated testcase No. 72 - REVERT(3 txs)
2019-08-07 00:28:22,089: [29104] m.c.manticore:INFO: Generated testcase No. 73 - RETURN(2 txs)
2019-08-07 00:28:26,128: [29060] m.c.manticore:INFO: Generated testcase No. 74 - REVERT(3 txs)
2019-08-07 00:28:30,503: [29064] m.c.manticore:INFO: Generated testcase No. 75 - REVERT(3 txs)
2019-08-07 00:28:33,917: [29071] m.c.manticore:INFO: Generated testcase No. 76 - REVERT(3 txs)
2019-08-07 00:28:34,930: [29082] m.c.manticore:INFO: Generated testcase No. 77 - REVERT(3 txs)
2019-08-07 00:28:39,314: [29075] m.c.manticore:INFO: Generated testcase No. 78 - REVERT(3 txs)
2019-08-07 00:28:47,297: [29118] m.c.manticore:INFO: Generated testcase No. 79 - REVERT(3 txs)
2019-08-07 00:28:54,034: [29090] m.c.manticore:INFO: Generated testcase No. 80 - REVERT(3 txs)
2019-08-07 00:28:54,225: [29104] m.c.manticore:INFO: Generated testcase No. 81 - REVERT(3 txs)
2019-08-07 00:28:55,485: [29060] m.c.manticore:INFO: Generated testcase No. 82 - REVERT(3 txs)
2019-08-07 00:29:00,095: [29064] m.c.manticore:INFO: Generated testcase No. 83 - REVERT(3 txs)
2019-08-07 00:29:02,124: [29082] m.c.manticore:INFO: Generated testcase No. 84 - REVERT(3 txs)
2019-08-07 00:29:02,695: [29071] m.c.manticore:INFO: Generated testcase No. 85 - REVERT(3 txs)
2019-08-07 00:29:07,475: [29075] m.c.manticore:INFO: Generated testcase No. 86 - REVERT(3 txs)
2019-08-07 00:29:13,896: [29118] m.c.manticore:INFO: Generated testcase No. 87 - REVERT(3 txs)
2019-08-07 00:29:23,791: [29104] m.c.manticore:INFO: Generated testcase No. 88 - REVERT(3 txs)
2019-08-07 00:29:24,503: [29090] m.c.manticore:INFO: Generated testcase No. 89 - REVERT(3 txs)
2019-08-07 00:29:24,808: [29060] m.c.manticore:INFO: Generated testcase No. 90 - REVERT(3 txs)
2019-08-07 00:29:28,496: [29064] m.c.manticore:INFO: Generated testcase No. 91 - REVERT(3 txs)
2019-08-07 00:29:31,120: [29071] m.c.manticore:INFO: Generated testcase No. 92 - REVERT(3 txs)
2019-08-07 00:29:32,302: [29082] m.c.manticore:INFO: Generated testcase No. 93 - REVERT(3 txs)
2019-08-07 00:29:37,709: [29075] m.c.manticore:INFO: Generated testcase No. 94 - REVERT(3 txs)
2019-08-07 00:29:47,182: [29118] m.c.manticore:INFO: Generated testcase No. 95 - REVERT(3 txs)
2019-08-07 00:29:52,930: [29090] m.c.manticore:INFO: Generated testcase No. 96 - REVERT(3 txs)
2019-08-07 00:29:53,977: [29104] m.c.manticore:INFO: Generated testcase No. 97 - REVERT(3 txs)
2019-08-07 00:29:56,016: [29060] m.c.manticore:INFO: Generated testcase No. 98 - REVERT(3 txs)
2019-08-07 00:30:01,996: [29064] m.c.manticore:INFO: Generated testcase No. 99 - REVERT(3 txs)
2019-08-07 00:30:02,522: [29071] m.c.manticore:INFO: Generated testcase No. 100 - REVERT(3 txs)
2019-08-07 00:30:06,010: [29082] m.c.manticore:INFO: Generated testcase No. 101 - REVERT(3 txs)
2019-08-07 00:30:07,524: [29075] m.c.manticore:INFO: Generated testcase No. 102 - REVERT(3 txs)
2019-08-07 00:30:20,183: [29118] m.c.manticore:INFO: Generated testcase No. 103 - REVERT(3 txs)
