2019-08-01 07:07:29,001: [12] m.main:INFO: Registered plugins: DetectUninitializedStorage, DetectSuicidal, DetectDelegatecall, DetectEnvInstruction, DetectUninitializedMemory, DetectUnusedRetVal, DetectExternalCallAndLeak, DetectIntegerOverflow, DetectReentrancySimple, DetectInvalid, DetectReentrancyAdvanced
2019-08-01 07:07:29,001: [12] m.main:INFO: Beginning analysis
2019-08-01 07:07:29,034: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-01 07:07:30,752: [12] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-01 07:10:33,197: [310] m.c.worker:ERROR: Exception in state 2: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1213, in execute
    result = self._handler(*arguments)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1086, in _handler
    return implementation(*arguments)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 548, in wrapper
    return func(*args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2013, in RETURN
    raise EndTx("RETURN", data)
manticore.platforms.evm.EndTx: EndTX<RETURN>

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1285, in execute
    self._advance(exception=True)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1166, in _advance
    self._publish("did_evm_execute_instruction", last_instruction, last_arguments, result)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 128, in _publish
    self._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 145, in _publish_impl
    sink._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 145, in _publish_impl
    sink._publish_impl(_name, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 143, in _publish_impl
    sink._publish_impl(_name, self, *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/utils/event.py", line 136, in _publish_impl
    callback(robj(), *args, **kwargs)
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/detectors.py", line 530, in did_evm_execute_instruction_callback
    self._check_finding(state, data)
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/detectors.py", line 502, in _check_finding
    if state.can_be_true(condition):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/state.py", line 297, in can_be_true
    return self._solver.can_be_true(self._constraints, expr)
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 402, in can_be_true
    return self._is_sat()
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-01 07:10:34,219: [12] m.e.manticore:INFO: 4 alive states, 10 terminated states
2019-08-01 07:10:45,957: [12] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-01 07:17:11,744: [1719] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-01 07:17:14,530: [1689] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-01 07:17:21,335: [1688] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-01 07:17:41,664: [1667] m.e.detectors:WARNING: Unsigned integer overflow at MUL instruction
2019-08-01 07:17:41,947: [12] m.e.manticore:INFO: 20 alive states, 50 terminated states
2019-08-01 07:21:28,606: [6416] m.c.manticore:INFO: Generated testcase No. 35 - REVERT(3 txs)
2019-08-01 07:21:29,598: [6415] m.c.manticore:INFO: Generated testcase No. 36 - REVERT(3 txs)
2019-08-01 07:21:42,677: [6409] m.c.manticore:INFO: Generated testcase No. 37 - REVERT(3 txs)
2019-08-01 07:22:08,481: [6419] m.c.manticore:INFO: Generated testcase No. 38 - REVERT(3 txs)
2019-08-01 07:22:09,390: [6415] m.c.manticore:INFO: Generated testcase No. 39 - REVERT(3 txs)
2019-08-01 07:22:14,311: [6416] m.c.manticore:INFO: Generated testcase No. 40 - REVERT(3 txs)
2019-08-01 07:22:28,892: [6409] m.c.manticore:INFO: Generated testcase No. 41 - REVERT(3 txs)
2019-08-01 07:22:45,746: [6419] m.c.manticore:INFO: Generated testcase No. 42 - REVERT(3 txs)
2019-08-01 07:22:47,191: [6415] m.c.manticore:INFO: Generated testcase No. 43 - REVERT(3 txs)
2019-08-01 07:22:53,537: [6416] m.c.manticore:INFO: Generated testcase No. 44 - REVERT(3 txs)
2019-08-01 07:23:10,085: [6409] m.c.manticore:INFO: Generated testcase No. 45 - REVERT(3 txs)
2019-08-01 07:23:22,890: [6419] m.c.manticore:INFO: Generated testcase No. 46 - REVERT(3 txs)
2019-08-01 07:23:25,024: [6415] m.c.manticore:INFO: Generated testcase No. 47 - REVERT(3 txs)
2019-08-01 07:23:27,232: [6416] m.c.manticore:INFO: Generated testcase No. 48 - REVERT(3 txs)
2019-08-01 07:23:51,726: [6409] m.c.manticore:INFO: Generated testcase No. 49 - REVERT(3 txs)
2019-08-01 07:24:08,721: [6415] m.c.manticore:INFO: Generated testcase No. 50 - REVERT(3 txs)
2019-08-01 07:24:09,599: [6419] m.c.manticore:INFO: Generated testcase No. 51 - REVERT(3 txs)
2019-08-01 07:24:40,509: [6416] m.c.manticore:INFO: Generated testcase No. 52 - REVERT(3 txs)
2019-08-01 07:25:02,511: [6409] m.c.manticore:INFO: Generated testcase No. 53 - REVERT(3 txs)
2019-08-01 07:25:38,384: [6415] m.c.manticore:INFO: Generated testcase No. 54 - REVERT(3 txs)
2019-08-01 07:25:40,031: [6419] m.c.manticore:INFO: Generated testcase No. 55 - REVERT(3 txs)
2019-08-01 07:26:01,342: [6416] m.c.manticore:INFO: Generated testcase No. 56 - REVERT(3 txs)
2019-08-01 07:26:08,714: [6409] m.c.manticore:INFO: Generated testcase No. 57 - REVERT(3 txs)
2019-08-01 07:26:19,576: [6415] m.c.manticore:INFO: Generated testcase No. 58 - REVERT(3 txs)
2019-08-01 07:26:29,801: [6419] m.c.manticore:INFO: Generated testcase No. 59 - REVERT(3 txs)
2019-08-01 07:26:45,444: [6414] m.c.manticore:INFO: Generated testcase No. 60 - REVERT(3 txs)
2019-08-01 07:26:47,081: [6416] m.c.manticore:INFO: Generated testcase No. 61 - REVERT(3 txs)
2019-08-01 07:27:01,526: [6409] m.c.manticore:INFO: Generated testcase No. 63 - REVERT(3 txs)
2019-08-01 07:27:02,221: [6405] m.c.manticore:INFO: Generated testcase No. 62 - REVERT(3 txs)
2019-08-01 07:27:16,114: [6415] m.c.manticore:INFO: Generated testcase No. 64 - REVERT(3 txs)
2019-08-01 07:27:28,425: [6419] m.c.manticore:INFO: Generated testcase No. 65 - REVERT(3 txs)
2019-08-01 07:27:49,222: [6414] m.c.manticore:INFO: Generated testcase No. 66 - REVERT(3 txs)
2019-08-01 07:28:13,013: [6405] m.c.manticore:INFO: Generated testcase No. 67 - REVERT(3 txs)
2019-08-01 07:28:17,744: [6412] m.c.manticore:INFO: Generated testcase No. 68 - REVERT(3 txs)
2019-08-01 07:28:23,183: [6409] m.c.manticore:INFO: Generated testcase No. 69 - REVERT(3 txs)
2019-08-01 07:28:23,993: [6415] m.c.manticore:INFO: Generated testcase No. 70 - RETURN(1 txs)
