/unique_chucks/22/0xed19698c0abde8635413ae7ad7224df6ee30bf22.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_BALANCE_EQUALITY
content: functiontransfer(address_to,uint256_value)returns(boolsuccess){if(balances[msg.sender]<_value)returnfalse;balances[msg.sender]=safeSub(balances[msg.sender],_value);assert(balances[msg.sender]>=0);balances[_to]=safeAdd(balances[_to],_value);assert(balances[_to]<=totalSupply);Transfer(msg.sender,_to,_value);returntrue;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 74
column: 4
content: functiontransferFrom(address_from,address_to,uint256_value)returns(boolsuccess){if(balances[msg.sender]<_value||allowed[_from][msg.sender]<_value)returnfalse;balances[_from]=safeSub(balances[_from],_value);assert(balances[_from]>=0);allowed[_from][msg.sender]=safeSub(allowed[_from][msg.sender],_value);balances[_to]=safeAdd(balances[_to],_value);assert(balances[_to]<=totalSupply);Transfer(_from,_to,_value);returntrue;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 85
column: 4
content: functionapprove(address_spender,uint256_value)returns(boolsuccess){allowed[msg.sender][_spender]=_value;Approval(msg.sender,_spender,_value);returntrue;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 91
column: 4
content: functionapproveAndCall(address_spender,uint256_value,bytes_extraData)returns(boolsuccess){if(!approve(_spender,_value))returnfalse;TokenNotifier(_spender).receiveApproval(msg.sender,_value,this,_extraData);returntrue;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 97
column: 4
content: functionbalanceOf(address_owner)constantreturns(uint256balance){returnbalances[_owner];}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 101
column: 4
content: functionallowance(address_owner,address_spender)constantreturns(uint256remaining){returnallowed[_owner][_spender];}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 112
column: 4
content: function()payable{require(tokenAssigned<totalSupply&&msg.value>=0.5ether);uint256immortals=msg.value/0.5ether;uint256remainder=0;if(safeAdd(tokenAssigned,immortals)>totalSupply){immortals=totalSupply-tokenAssigned;remainder=msg.value-(immortals*0.5ether);}else{remainder=(msg.value%0.5ether);}require(safeAdd(tokenAssigned,immortals)<=totalSupply);balances[msg.sender]=safeAdd(balances[msg.sender],immortals);tokenAssigned=safeAdd(tokenAssigned,immortals);assert(balances[msg.sender]<=totalSupply);msg.sender.transfer(remainder);owner.transfer(this.balance);assert(this.balance==0);Assigned(msg.sender,immortals);}

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 5
column: 4
content: addressowner;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 55
column: 4
content: mapping(address=>uint256)balances;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 56
column: 4
content: mapping(address=>mapping(address=>uint256))allowed;

SOLIDITY_VISIBILITY :17
SOLIDITY_DEPRECATED_CONSTRUCTIONS :7
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_LOCKED_MONEY :1
SOLIDITY_UINT_CANT_BE_NEGATIVE :2
SOLIDITY_BALANCE_EQUALITY :1
SOLIDITY_ERC20_APPROVE :1
