2019-08-03 09:23:46,496: [12] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectUninitializedMemory, DetectSuicidal, DetectEnvInstruction, DetectIntegerOverflow, DetectReentrancyAdvanced, DetectInvalid, DetectDelegatecall, DetectUnusedRetVal, DetectUninitializedStorage, DetectExternalCallAndLeak
2019-08-03 09:23:46,497: [12] m.main:INFO: Beginning analysis
2019-08-03 09:23:46,534: [12] m.e.manticore:INFO: Starting symbolic create contract
2019-08-03 09:23:46,661: [56] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-03 09:23:46,940: [12] m.c.manticore:INFO: Results in /mcore_evtxn_uw
2019-08-03 09:23:47,673: [315] m.main:INFO: Registered plugins: DetectReentrancySimple, DetectInvalid, DetectDelegatecall, DetectUnusedRetVal, DetectUninitializedMemory, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectSuicidal, DetectReentrancyAdvanced, DetectEnvInstruction, DetectUninitializedStorage
2019-08-03 09:23:47,673: [315] m.main:INFO: Beginning analysis
2019-08-03 09:23:47,729: [315] m.e.manticore:INFO: Starting symbolic create contract
2019-08-03 09:23:47,847: [359] m.c.manticore:INFO: Generated testcase No. 0 - NO STATE RESULT (?)(0 txs)
2019-08-03 09:23:48,059: [315] m.c.manticore:INFO: Results in /mcore_me37fuqr
2019-08-03 09:23:48,774: [618] m.main:INFO: Registered plugins: DetectEnvInstruction, DetectReentrancySimple, DetectInvalid, DetectSuicidal, DetectUnusedRetVal, DetectReentrancyAdvanced, DetectUninitializedStorage, DetectDelegatecall, DetectIntegerOverflow, DetectExternalCallAndLeak, DetectUninitializedMemory
2019-08-03 09:23:48,774: [618] m.main:INFO: Beginning analysis
2019-08-03 09:23:48,823: [618] m.e.manticore:INFO: Starting symbolic create contract
2019-08-03 09:23:57,767: [618] m.e.manticore:INFO: Starting symbolic transaction: 0
2019-08-03 09:29:25,973: [618] m.e.manticore:INFO: 2 alive states, 12 terminated states
2019-08-03 09:29:31,068: [618] m.e.manticore:INFO: Starting symbolic transaction: 1
2019-08-03 09:36:47,287: [2688] m.c.worker:ERROR: Exception in state 8: SolverError('',)
Traceback (most recent call last):
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/worker.py", line 121, in run
    current_state.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/ethereum/state.py", line 6, in execute
    return self._platform.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 2684, in execute
    self.current_vm.execute()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1210, in execute
    last_pc, last_gas, instruction, arguments, fee, allocated = self._checkpoint()
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 1109, in _checkpoint
    self._consume(fee)
  File "/usr/local/lib/python3.6/dist-packages/manticore/platforms/evm.py", line 972, in _consume
    self.constraints, constraint
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 436, in get_all_values
    while self._is_sat():
  File "/usr/local/lib/python3.6/dist-packages/manticore/core/smtlib/solver.py", line 328, in _is_sat
    raise SolverError(status)
manticore.exceptions.SolverError
 
2019-08-03 09:37:00,134: [618] m.e.manticore:INFO: 4 alive states, 35 terminated states
2019-08-03 09:39:51,591: [5512] m.c.manticore:INFO: Generated testcase No. 30 - REVERT(3 txs)
2019-08-03 09:39:52,117: [5507] m.c.manticore:INFO: Generated testcase No. 31 - REVERT(3 txs)
2019-08-03 09:40:39,997: [5532] m.c.manticore:INFO: Generated testcase No. 32 - REVERT(3 txs)
2019-08-03 09:40:44,802: [5500] m.c.manticore:INFO: Generated testcase No. 33 - REVERT(3 txs)
2019-08-03 09:40:44,806: [5518] m.c.manticore:INFO: Generated testcase No. 34 - REVERT(3 txs)
2019-08-03 09:40:45,203: [5492] m.c.manticore:INFO: Generated testcase No. 35 - REVERT(3 txs)
2019-08-03 09:40:46,695: [5545] m.c.manticore:INFO: Generated testcase No. 36 - THROW(3 txs)
2019-08-03 09:40:46,915: [5507] m.c.manticore:INFO: Generated testcase No. 37 - THROW(3 txs)
2019-08-03 09:40:49,000: [5512] m.c.manticore:INFO: Generated testcase No. 38 - THROW(3 txs)
2019-08-03 09:41:38,405: [5532] m.c.manticore:INFO: Generated testcase No. 39 - RETURN(2 txs)
