INFO:Detectors:[92m
SafeBlocksFirewall.setProxyContract (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#74-81) should be declared external
SafeBlocksFirewall.setRulesOwner (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#82-89) should be declared external
SafeBlocksFirewall.setVerbose (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#89-93) should be declared external
SafeBlocksFirewall.setBypassPerContract (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#97-102) should be declared external
SafeBlocksFirewall.setPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#102-108) should be declared external
SafeBlocksFirewall.setBlockAllAccessPerContractFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#108-116) should be declared external
SafeBlocksFirewall.addRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#116-124) should be declared external
SafeBlocksFirewall.removeRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#125-132) should be declared external
SafeBlocksFirewall.addAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#132-139) should be declared external
SafeBlocksFirewall.removeAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#139-146) should be declared external
SafeBlocksFirewall.allowTransaction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#151-175) should be declared external
SafeBlocksFirewall.allowAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#181-203) should be declared external
SafeBlocksFirewall.getPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#245-253) should be declared external
SafeBlocksFirewall.getBlockAllAccessForFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#253-261) should be declared external
SafeBlocksFirewall.getEnforceBypass (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#261-269) should be declared external
SafeBlocksFirewall.getCustomerRules (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#269) should be declared external
Reference: https://github.com/trailofbits/slither/wiki/Detectors-Documentation#public-function-that-could-be-declared-as-external[0m
INFO:Detectors:[92m
Parameter '_proxy' of SafeBlocksFirewall.setProxyContract (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#75-76) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.removeRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#125-126) is not in mixedCase
Parameter '_token' of SafeBlocksFirewall.removeRule (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#126) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.addAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#132) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.addAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#132-133) is not in mixedCase
Parameter '_functionSig' of SafeBlocksFirewall.addAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#133) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.removeAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#139) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.removeAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#139-140) is not in mixedCase
Parameter '_functionSig' of SafeBlocksFirewall.removeAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#140) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.allowTransaction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#152) is not in mixedCase
Parameter '_amount' of SafeBlocksFirewall.allowTransaction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#152) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.allowTransaction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#152) is not in mixedCase
Parameter '_token' of SafeBlocksFirewall.allowTransaction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#152-153) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.allowAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#181) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.allowAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#181-182) is not in mixedCase
Parameter '_functionSig' of SafeBlocksFirewall.allowAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#182) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.isTransactionAllowed (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#208) is not in mixedCase
Parameter '_amount' of SafeBlocksFirewall.isTransactionAllowed (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#208) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.isTransactionAllowed (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#208) is not in mixedCase
Parameter '_token' of SafeBlocksFirewall.isTransactionAllowed (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#208) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.hasAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#225-226) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.hasAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#226-227) is not in mixedCase
Parameter '_functionSig' of SafeBlocksFirewall.hasAccess (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#227) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.getPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#245) is not in mixedCase
Parameter '_policyType' of SafeBlocksFirewall.getPolicyEnforcementStatus (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#245-246) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.getBlockAllAccessForFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#254-256) is not in mixedCase
Parameter '_functionSig' of SafeBlocksFirewall.getBlockAllAccessForFunction (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#256-257) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.getEnforceBypass (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#262-264) is not in mixedCase
Parameter '_contractAddress' of SafeBlocksFirewall.getCustomerRules (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol#269) is not in mixedCase
Parameter '_destination' of SafeBlocksFirewall.getCustomerRules (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol) is not in mixedCase
Parameter '_tokenAddress' of SafeBlocksFirewall.getCustomerRules (/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol) is not in mixedCase
Reference: https://github.com/trailofbits/slither/wiki/Detectors-Documentation#conformance-to-solidity-naming-conventions[0m
INFO:Slither:/unique_chucks/16/0xee3c239080403420b1002f5c1044a2e9c1582b94.sol analyzed (1 contracts), 62 result(s) found
