/unique_chucks/30/0xc74eb3da1dc60b26b327408238baf3cea857b667.sol
jar:file:/usr/local/lib/node_modules/@smartdec/smartcheck/jdeploy-bundle/smartcheck-2.0-jar-with-dependencies.jar!/solidity-rules.xmlruleId: SOLIDITY_BALANCE_EQUALITY
line: 53
column: 2
content: functionOwnable(){owner=msg.sender;}

ruleId: SOLIDITY_VISIBILITY
patternId: 910067
severity: 1
line: 133
column: 2
content: functionDestructible()payable{}

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 248
column: 4
content: stringconstantVERSION="0.5";

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 381
column: 4
content: stringconstantVERSION="0.5";

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 393
column: 4
content: mapping(string=>string)profileMap;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 396
column: 4
content: mapping(string=>string)paymentSettingsMap;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 399
column: 4
content: mapping(string=>uint32)compositeReputationMap;

ruleId: SOLIDITY_VISIBILITY
patternId: b51ce0
severity: 1
line: 575
column: 4
content: stringconstantVERSION="0.5";

SOLIDITY_VISIBILITY :8
SOLIDITY_SAFEMATH :2
SOLIDITY_OVERPOWERED_ROLE :8
SOLIDITY_DEPRECATED_CONSTRUCTIONS :7
SOLIDITY_PRAGMAS_VERSION :1
SOLIDITY_UPGRADE_TO_050 :3
SOLIDITY_BALANCE_EQUALITY :1
